ModifierId,Name,Type,Value,Extra,SecondExtra
TRAIT_HELLENISTIC_FUSION_THEATER_INSPIRATION_MODIFIER,Source,ARGTYPE_IDENTITY,CAPTURED_CITY,NULL,NULL
TRAIT_SATRAPIES_INTERNAL_TRADE_CULTURE,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,NULL,NULL
TRAIT_SATRAPIES_INTERNAL_TRADE_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
TRAIT_SATRAPIES_INTERNAL_TRADE_GOLD,Amount,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_SATRAPIES_POLITICAL_PHILOSOPHY_TRADE_ROUTE,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_SATRAPIES_IMPROVED_ROUTE_LEVEL,ImprovedRouteLevel,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_TOWORLDSEND_NO_WAR_WEARINESS,Amount,ARGTYPE_IDENTITY,-100,NULL,NULL
TRAIT_TOWORLDSEND_NO_WAR_WEARINESS,Overall,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_TOWORLDSEND_HEAL_ON_WONDER_CAPTURE,ModifierId,ARGTYPE_IDENTITY,TRAIT_TOWORLDSEND_HEAL_ON_WONDER_CAPTURE_MODIFIER,NULL,NULL
TRAIT_TOWORLDSEND_HEAL_ON_WONDER_CAPTURE_MODIFIER,Amount,ARGTYPE_IDENTITY,-100,NULL,NULL
TRAIT_FALLBABYLON_NO_OCCUPATION_PENALTIES,NoPenalties,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_FALLBABYLON_SURPRISE_MOVEMENT,DiplomaticYieldSource,ARGTYPE_IDENTITY,SURPRISE_WAR_INITIATED,NULL,NULL
TRAIT_FALLBABYLON_SURPRISE_MOVEMENT,TurnsActive,ARGTYPE_IDENTITY,10,NULL,NULL
TRAIT_FALLBABYLON_SURPRISE_MOVEMENT,Amount,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_FALLBABYLON_WARMONGER_MAX,MaxPercent,ARGTYPE_IDENTITY,100,NULL,NULL
AGENDA_SHORT_LIFE_GLORY,MajorWarBonus,ARGTYPE_IDENTITY,5,NULL,NULL
AGENDA_SHORT_LIFE_GLORY,EachWarDeclaredBonus,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_SHORT_LIFE_GLORY,MaxWarDeclaredBonus,ARGTYPE_IDENTITY,5,NULL,NULL
AGENDA_SHORT_LIFE_GLORY,NotAtWarPenalty,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_SHORT_LIFE_GLORY,SinceWarPenaltyTurns,ARGTYPE_IDENTITY,40,NULL,NULL
AGENDA_SHORT_LIFE_GLORY,StatementKey,ARGTYPE_IDENTITY,AGENDA_SHORT_LIFE_GLORY,NULL,NULL
AGENDA_BACKSTABBER,RecentSurpriseWarBonus,ARGTYPE_IDENTITY,15,NULL,NULL
AGENDA_BACKSTABBER,SurpriseWarDegradeTurns,ARGTYPE_IDENTITY,3,NULL,NULL
AGENDA_BACKSTABBER,EachSurpriseWarBonus,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_BACKSTABBER,NeverSurpriseWarPenalty,ARGTYPE_IDENTITY,-6,NULL,NULL
AGENDA_BACKSTABBER,StatementKey,ARGTYPE_IDENTITY,AGENDA_BACKSTABBER,NULL,NULL
HALICARNASSUS_ADJUST_ENGINEER_CHARGES,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BASILIKOI_PAIDES_TRAINED_UNIT_XP_MODIFIER,AbilityType,ARGTYPE_IDENTITY,ABILITY_BASILIKOI_TRAINED_UNIT_XP,NULL,NULL
APADANA_AWARD_TWO_INFLUENCE_TOKEN,ModifierId,ARGTYPE_IDENTITY,APADANA_AWARD_TWO_INFLUENCE_TOKEN_MODIFIER,NULL,NULL
APADANA_AWARD_TWO_INFLUENCE_TOKEN_MODIFIER,Amount,ARGTYPE_IDENTITY,2,NULL,NULL
BASILIKOI_PAIDES_SCIENCE_TRAINED_UNIT,YieldType,ARGTYPE_IDENTITY,YIELD_SCIENCE,NULL,NULL
BASILIKOI_PAIDES_SCIENCE_TRAINED_UNIT,UnitProductionPercent,ARGTYPE_IDENTITY,25,NULL,NULL
HALICARNASSUS_MAUSOLEUM_YIELD_MODIFIER,YieldType,ARGTYPE_IDENTITY,"YIELD_SCIENCE,YIELD_FAITH,YIELD_CULTURE",NULL,NULL
HALICARNASSUS_MAUSOLEUM_YIELD_MODIFIER,Amount,ARGTYPE_IDENTITY,"1,1,1",NULL,NULL
TRAIT_ADDITIONAL_MARTIAL_LAW,Amount,ARGTYPE_IDENTITY,5,NULL,NULL
BASILIKOI_PAIDES_ADJUST_RESOURCE_STOCKPILE_CAP,Amount,ARGTYPE_IDENTITY,10,NULL,NULL
TRAIT_SHORT_LIFE_GRIEVANCE_DECAY,Amount,ARGTYPE_IDENTITY,100,NULL,NULL
TRAIT_CULTURE_BOMB_TRIGGER_PASTURE,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_PASTURE,NULL,NULL
TRAIT_COASTAL_HOUSING,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
TRAIT_CHARMING_CAMPUS,YieldType,ARGTYPE_IDENTITY,YIELD_SCIENCE,NULL,NULL
TRAIT_CHARMING_CAMPUS,RequiredAppeal,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_CHARMING_CAMPUS,YieldChange,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_CHARMING_CAMPUS,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CAMPUS,NULL,NULL
TRAIT_CHARMING_CAMPUS,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_SCIENCE,NULL,NULL
TRAIT_BREATHTAKING_CAMPUS,YieldType,ARGTYPE_IDENTITY,YIELD_SCIENCE,NULL,NULL
TRAIT_BREATHTAKING_CAMPUS,RequiredAppeal,ARGTYPE_IDENTITY,4,NULL,NULL
TRAIT_BREATHTAKING_CAMPUS,YieldChange,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_BREATHTAKING_CAMPUS,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CAMPUS,NULL,NULL
TRAIT_BREATHTAKING_CAMPUS,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_SCIENCE,NULL,NULL
TRAIT_CHARMING_COMMERCIAL_HUB,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
TRAIT_CHARMING_COMMERCIAL_HUB,RequiredAppeal,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_CHARMING_COMMERCIAL_HUB,YieldChange,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_CHARMING_COMMERCIAL_HUB,DistrictType,ARGTYPE_IDENTITY,DISTRICT_COMMERCIAL_HUB,NULL,NULL
TRAIT_CHARMING_COMMERCIAL_HUB,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_GOLD,NULL,NULL
TRAIT_BREATHTAKING_COMMERCIAL_HUB,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
TRAIT_BREATHTAKING_COMMERCIAL_HUB,RequiredAppeal,ARGTYPE_IDENTITY,4,NULL,NULL
TRAIT_BREATHTAKING_COMMERCIAL_HUB,YieldChange,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_BREATHTAKING_COMMERCIAL_HUB,DistrictType,ARGTYPE_IDENTITY,DISTRICT_COMMERCIAL_HUB,NULL,NULL
TRAIT_BREATHTAKING_COMMERCIAL_HUB,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_GOLD,NULL,NULL
TRAIT_CHARMING_HOLY_SITE,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
TRAIT_CHARMING_HOLY_SITE,RequiredAppeal,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_CHARMING_HOLY_SITE,YieldChange,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_CHARMING_HOLY_SITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,NULL,NULL
TRAIT_CHARMING_HOLY_SITE,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_FAITH,NULL,NULL
TRAIT_BREATHTAKING_HOLY_SITE,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
TRAIT_BREATHTAKING_HOLY_SITE,RequiredAppeal,ARGTYPE_IDENTITY,4,NULL,NULL
TRAIT_BREATHTAKING_HOLY_SITE,YieldChange,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_BREATHTAKING_HOLY_SITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,NULL,NULL
TRAIT_BREATHTAKING_HOLY_SITE,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_FAITH,NULL,NULL
TRAIT_CHARMING_THEATER_DISTRICT,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,NULL,NULL
TRAIT_CHARMING_THEATER_DISTRICT,RequiredAppeal,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_CHARMING_THEATER_DISTRICT,YieldChange,ARGTYPE_IDENTITY,1,NULL,NULL
TRAIT_CHARMING_THEATER_DISTRICT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_THEATER,NULL,NULL
TRAIT_CHARMING_THEATER_DISTRICT,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_CULTURE,NULL,NULL
TRAIT_BREATHTAKING_THEATER_DISTRICT,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,NULL,NULL
TRAIT_BREATHTAKING_THEATER_DISTRICT,RequiredAppeal,ARGTYPE_IDENTITY,4,NULL,NULL
TRAIT_BREATHTAKING_THEATER_DISTRICT,YieldChange,ARGTYPE_IDENTITY,2,NULL,NULL
TRAIT_BREATHTAKING_THEATER_DISTRICT,DistrictType,ARGTYPE_IDENTITY,DISTRICT_THEATER,NULL,NULL
TRAIT_BREATHTAKING_THEATER_DISTRICT,Description,ARGTYPE_IDENTITY,LOC_DISTRICT_APPEAL_CULTURE,NULL,NULL
TRAIT_CITADELCIVILIZATION_DEFENSIVE_PRODUCTION,DiplomaticYieldSource,ARGTYPE_IDENTITY,WAR_DECLARATION_RECEIVED,NULL,NULL
TRAIT_CITADELCIVILIZATION_DEFENSIVE_PRODUCTION,TurnsActive,ARGTYPE_IDENTITY,10,NULL,NULL
TRAIT_CITADELCIVILIZATION_DEFENSIVE_PRODUCTION,YieldType,ARGTYPE_IDENTITY,YIELD_PRODUCTION,NULL,NULL
TRAIT_CITADELCIVILIZATION_DEFENSIVE_PRODUCTION,Amount,ARGTYPE_IDENTITY,100,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_LIBERATION,InitialValue,ARGTYPE_IDENTITY,15,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_LIBERATION,ReductionTurns,ARGTYPE_IDENTITY,10,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_LIBERATION,ReductionValue,ARGTYPE_IDENTITY,-1,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_LIBERATION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_JOHN_CURTIN_REASON_ANY,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_LIBERATION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_ON_GUARD_LIBERATE,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_OCCUPATION,PenaltyPerOccupiedCity,ARGTYPE_IDENTITY,-2,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_OCCUPATION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_JOHN_CURTIN_REASON_ANY,NULL,NULL
AGENDA_PERPETUALLY_ON_GUARD_OCCUPATION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_ON_GUARD_OCCUPY,NULL,NULL
TRAIT_CITADELCIVILIZATION_LIBERATION_PRODUCTION_XP2,DiplomaticYieldSource,ARGTYPE_IDENTITY,LIBERATION,NULL,NULL
TRAIT_CITADELCIVILIZATION_LIBERATION_PRODUCTION_XP2,TurnsActive,ARGTYPE_IDENTITY,10,NULL,NULL
TRAIT_CITADELCIVILIZATION_LIBERATION_PRODUCTION_XP2,YieldType,ARGTYPE_IDENTITY,YIELD_PRODUCTION,NULL,NULL
TRAIT_CITADELCIVILIZATION_LIBERATION_PRODUCTION_XP2,Amount,ARGTYPE_IDENTITY,100,NULL,NULL
BRANDENBURG_GATE_TRAINED_UNIT_XP_MODIFIER,Amount,ARGTYPE_IDENTITY,25,NULL,NULL
BRANDENBURG_GRANT_GENERAL,GreatPersonClassType,ARGTYPE_IDENTITY,GREAT_PERSON_CLASS_GENERAL,NULL,NULL
BRANDENBURG_GRANT_GENERAL,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
GLOBE_THEATRE_GRANT_WRITER,GreatPersonClassType,ARGTYPE_IDENTITY,GREAT_PERSON_CLASS_WRITER,NULL,NULL
GLOBE_THEATRE_GRANT_WRITER,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
GLOBE_THEATRE_AMPHITHEATER_AMENITY_MODIFIER,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
LEANING_TOWER_TRAINED_UNIT_XP_MODIFIER,Amount,ARGTYPE_IDENTITY,25,NULL,NULL
LEANING_TOWER_ENHANCEDLATETOURISM,Modifier,ARGTYPE_IDENTITY,100,NULL,NULL
LEANING_TOWER_ENHANCEDLATETOURISM,MinimumEra,ARGTYPE_IDENTITY,ERA_MODERN,NULL,NULL
LEANING_TOWER_HARBOR_DISTRICT_GOLD,ModifierId,ARGTYPE_IDENTITY,LEANING_TOWER_HARBOR_DISTRICT_GOLD_CITY,NULL,NULL
LEANING_TOWER_HARBOR_DISTRICT_GOLD_CITY,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HARBOR,NULL,NULL
LEANING_TOWER_HARBOR_DISTRICT_GOLD_CITY,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
LEANING_TOWER_HARBOR_DISTRICT_GOLD_CITY,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
LEANING_TOWER_HARBOR_DISTRICT_GOLD_CITY,Description,ARGTYPE_IDENTITY,LOC_BUILDING_LEANING_TOWER_HARBOR_DISTRICT_GOLD,NULL,NULL
UFFIZI_GRANT_ARTIST,GreatPersonClassType,ARGTYPE_IDENTITY,GREAT_PERSON_CLASS_ARTIST,NULL,NULL
UFFIZI_GRANT_ARTIST,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
UFFIZI_ART_MUSEUM_CULTURE_MODIFIER,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,NULL,NULL
UFFIZI_ART_MUSEUM_CULTURE_MODIFIER,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
AL_PETERSBASILICA_RELIGOUS_TOURISM,GreatWorkObjectType,ARGTYPE_IDENTITY,GREATWORKOBJECT_RELIGIOUS,NULL,NULL
AL_PETERSBASILICA_RELIGOUS_TOURISM,ScalingFactor,ARGTYPE_IDENTITY,300,NULL,NULL
AL_PETERSBASILICA_RELIGOUS_YIELD,GreatWorkObjectType,ARGTYPE_IDENTITY,GREATWORKOBJECT_RELIGIOUS,NULL,NULL
AL_PETERSBASILICA_RELIGOUS_YIELD,YieldChange,ARGTYPE_IDENTITY,3,NULL,NULL
AL_PETERSBASILICA_RELIGOUS_YIELD,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
AL_PETERS_BASILICA_ATTACH_MODIFIER,ModifierId,ARGTYPE_IDENTITY,AL_PETERS_BASILICA_ADJUST_CITY_YIELD,NULL,NULL
AL_PETERS_BASILICA_ADJUST_CITY_YIELD,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,NULL,NULL
AL_PETERS_BASILICA_ADJUST_CITY_YIELD,Amount,ARGTYPE_IDENTITY,4,NULL,NULL
BOROBUDUR_GRANT_APOSTLE,UnitType,ARGTYPE_IDENTITY,UNIT_APOSTLE,NULL,NULL
BOROBUDUR_GRANT_APOSTLE,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BOROBUDUR_GRANT_GURU,UnitType,ARGTYPE_IDENTITY,UNIT_GURU,NULL,NULL
BOROBUDUR_GRANT_GURU,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BOROBUDUR_TRADE_ROUTE_YIELD_PER_DEST_LUXURY,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
BOROBUDUR_TRADE_ROUTE_YIELD_PER_DEST_LUXURY,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BOROBUDUR_INCREASED_PLANTATION_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
BOROBUDUR_INCREASED_PLANTATION_FAITH,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
ITSUKUSHIMA_ADDAPPEAL,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
ITSUKUSHIMA_GRANT_MONUMENT,BuildingType,ARGTYPE_IDENTITY,BUILDING_MONUMENT,NULL,NULL
ITSUKUSHIMA_THEATER_COAST_CULTURE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_THEATER,NULL,NULL
ITSUKUSHIMA_THEATER_COAST_CULTURE,TerrainType,ARGTYPE_IDENTITY,TERRAIN_COAST,NULL,NULL
ITSUKUSHIMA_THEATER_COAST_CULTURE,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,NULL,NULL
ITSUKUSHIMA_THEATER_COAST_CULTURE,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
ITSUKUSHIMA_THEATER_COAST_CULTURE,TilesRequired,ARGTYPE_IDENTITY,1,NULL,NULL
ITSUKUSHIMA_THEATER_COAST_CULTURE,Description,ARGTYPE_IDENTITY,LOC_BUILDING_ITSUKUSHIMA_THEATER_COAST_CULTURE,NULL,NULL
ITSUKUSHIMA_HOLY_SITE_COAST_FAITH,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,NULL,NULL
ITSUKUSHIMA_HOLY_SITE_COAST_FAITH,TerrainType,ARGTYPE_IDENTITY,TERRAIN_COAST,NULL,NULL
ITSUKUSHIMA_HOLY_SITE_COAST_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
ITSUKUSHIMA_HOLY_SITE_COAST_FAITH,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
ITSUKUSHIMA_HOLY_SITE_COAST_FAITH,TilesRequired,ARGTYPE_IDENTITY,1,NULL,NULL
ITSUKUSHIMA_HOLY_SITE_COAST_FAITH,Description,ARGTYPE_IDENTITY,LOC_BUILDING_ITSUKUSHIMA_HOLY_SITE_COAST_FAITH,NULL,NULL
BAMYAN_INTERNATIONAL_TRADE_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
BAMYAN_INTERNATIONAL_TRADE_FAITH,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BAMYAN_INTERNATIONAL_TRADE_FAITH,Intercontinental,ARGTYPE_IDENTITY,0,NULL,NULL
BAMYAN_INCOMING_TRADE_GAIN_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
BAMYAN_INCOMING_TRADE_GAIN_FAITH,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BAMYAN_INCOMING_TRADE_OFFER_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
BAMYAN_INCOMING_TRADE_OFFER_FAITH,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BAMYAN_INCREASED_PASTURE_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
BAMYAN_INCREASED_PASTURE_FAITH,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BAMYAN_INCREASED_FARM_FAITH,YieldType,ARGTYPE_IDENTITY,YIELD_FAITH,NULL,NULL
BAMYAN_INCREASED_FARM_FAITH,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
BAMYAN_GRANT_RELIC,Amount,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_MARCHEN_NEIGHBORS,InitialValue,ARGTYPE_IDENTITY,-5,NULL,NULL
AGENDA_MARCHEN_NEIGHBORS,MaxValue,ARGTYPE_IDENTITY,-25,NULL,NULL
AGENDA_MARCHEN_NEIGHBORS,IncrementValue,ARGTYPE_IDENTITY,-1,NULL,NULL
AGENDA_MARCHEN_NEIGHBORS,IncrementTurns,ARGTYPE_IDENTITY,10,NULL,NULL
AGENDA_MARCHEN_NEIGHBORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_EXIT_LEADER_GEDEMO_KARLDERGROSSE1_ANY,NULL,NULL
AGENDA_MARCHEN_NEIGHBORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_MARCHEN_NEIGHBOR,NULL,NULL
AGENDA_MARCHEN_NOT_NEIGHBORS,InitialValue,ARGTYPE_IDENTITY,5,NULL,NULL
AGENDA_MARCHEN_NOT_NEIGHBORS,MaxValue,ARGTYPE_IDENTITY,15,NULL,NULL
AGENDA_MARCHEN_NOT_NEIGHBORS,IncrementValue,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_MARCHEN_NOT_NEIGHBORS,IncrementTurns,ARGTYPE_IDENTITY,5,NULL,NULL
AGENDA_MARCHEN_NOT_NEIGHBORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_EXIT_LEADER_GEDEMO_KARLDERGROSSE1_ANY,NULL,NULL
AGENDA_MARCHEN_NOT_NEIGHBORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_MARCHEN_NOT_NEIGHBOR,NULL,NULL
GEDEMO_KARLDERGROSSE1_SHRINE_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_SHRINE_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_SHRINE,NULL,NULL
GEDEMO_KARLDERGROSSE1_SHRINE_GOLD,Amount,ARGTYPE_IDENTITY,2,NULL,NULL
GEDEMO_KARLDERGROSSE1_TEMPLE_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_TEMPLE_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_TEMPLE,NULL,NULL
GEDEMO_KARLDERGROSSE1_TEMPLE_GOLD,Amount,ARGTYPE_IDENTITY,4,NULL,NULL
GEDEMO_KARLDERGROSSE1_CATHEDRAL_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_CATHEDRAL_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_CATHEDRAL,NULL,NULL
GEDEMO_KARLDERGROSSE1_CATHEDRAL_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
GEDEMO_KARLDERGROSSE1_GURDWARA_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_GURDWARA_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_GURDWARA,NULL,NULL
GEDEMO_KARLDERGROSSE1_GURDWARA_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
GEDEMO_KARLDERGROSSE1_MEETING_HOUSE_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_MEETING_HOUSE_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_MEETING_HOUSE,NULL,NULL
GEDEMO_KARLDERGROSSE1_MEETING_HOUSE_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
GEDEMO_KARLDERGROSSE1_MOSQUE_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_MOSQUE_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_MOSQUE,NULL,NULL
GEDEMO_KARLDERGROSSE1_MOSQUE_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
GEDEMO_KARLDERGROSSE1_PAGODA_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_PAGODA_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_PAGODA,NULL,NULL
GEDEMO_KARLDERGROSSE1_PAGODA_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
GEDEMO_KARLDERGROSSE1_SYNAGOGUE_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_SYNAGOGUE_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_SYNAGOGUE,NULL,NULL
GEDEMO_KARLDERGROSSE1_SYNAGOGUE_GOLD,Amount,ARGTYPE_IDENTITY,5,NULL,NULL
GEDEMO_KARLDERGROSSE1_WAT_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_WAT_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_WAT,NULL,NULL
GEDEMO_KARLDERGROSSE1_WAT_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
GEDEMO_KARLDERGROSSE1_STUPA_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_STUPA_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_STUPA,NULL,NULL
GEDEMO_KARLDERGROSSE1_STUPA_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
GEDEMO_KARLDERGROSSE1_DAR_E_MEHR_GOLD,YieldType,ARGTYPE_IDENTITY,YIELD_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_DAR_E_MEHR_GOLD,BuildingType,ARGTYPE_IDENTITY,BUILDING_DAR_E_MEHR_GOLD,NULL,NULL
GEDEMO_KARLDERGROSSE1_DAR_E_MEHR_GOLD,Amount,ARGTYPE_IDENTITY,3,NULL,NULL
CL_GRANT_BROADCAST,BuildingType,ARGTYPE_IDENTITY,BUILDING_BROADCAST_CENTER,NULL,NULL
CL_EXTRA_ENT_COMPLEX_RANGE,Amount,ARGTYPE_IDENTITY,4,NULL,NULL
CL_EXTRA_ENT_COMPLEX_CULTURE,Amount,ARGTYPE_IDENTITY,2,NULL,NULL
CL_EXTRA_ENT_COMPLEX_CULTURE,YieldType,ARGTYPE_IDENTITY,YIELD_CULTURE,NULL,NULL
AGENDA_BILLIONAIRE_TRADE,TradeBonus,ARGTYPE_IDENTITY,3,NULL,NULL
AGENDA_BILLIONAIRE_TRADE,NoTradePenalty,ARGTYPE_IDENTITY,12,NULL,NULL
AGENDA_BILLIONAIRE_TRADE,BonusPerRoute,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_BILLIONAIRE_TRADE,OnlyInboundTrade,ARGTYPE_IDENTITY,1,NULL,NULL
AGENDA_BILLIONAIRE_TRADE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_WILHELMINA_REASON_ANY,NULL,NULL
AGENDA_BILLIONAIRE_TRADE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WILHELMINA_BILLIONAIRE_TRADE,NULL,NULL
